﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA","Drops of Jupiter","Train","Drops Of Jupiter","1","3","259933","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2FiceoWDJ67rrmb5tGBpgE","Ghost","Ella Henderson","Ghost","1","1","216106","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:06EL94D0TA27Ik0Ke5usbj","The Way","Ariana Grande, Mac Miller","Yours Truly","1","8","227026","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3G5iN5QBqMeXx3uZPy8tgB","Young Girls","Bruno Mars","Unorthodox Jukebox","1","1","228720","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5j9iuo3tMmQIfnEEQOOjxh","Best Day Of My Life","American Authors","Oh, What A Life","1","3","194240","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7EYWEwJyai7udNmqvRPsZM","Blame","Calvin Harris, John Newman","Blame","1","1","214426","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6BlHw1w21btaXLnYt7mLQp","Sirens","Cher Lloyd","Sirens","1","1","235093","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6jACXYa6ow4TrAUNXIQjqU","If I Never See Your Face Again","Maroon 5, Rihanna","It Won't Be Soon Before Long.","1","13","198386","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2wqaekenSQZm7hxQOYt8oE","Am I Wrong","Nico & Vinz","Am I Wrong","1","1","247520","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0HnaqUxvHP5LaWdmWwJpiS","Love Somebody","Maroon 5","Overexposed (Deluxe)","1","6","229813","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:72C7aUQECOhNtnD0AC36ua","They Don't Know About Us","One Direction","Take Me Home: Yearbook Edition","1","12","201693","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0WeCJh7UNwcHGXWzwcprCn","How Long Will I Love You - Bonus Track","Ellie Goulding","Halcyon Days","1","20","154435","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6vgdsUtEcdRJtXbr1w9RT1","Money On My Mind","Sam Smith","Money On My Mind","1","1","194079","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0nJW01T7XtvILxQgC5J7Wh","When I Was Your Man","Bruno Mars","Unorthodox Jukebox","1","6","213826","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3cdhgO3vgHyOIADMXokd2t","Nothing","The Script","Science & Faith","1","3","271773","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:64XaqRfp8sxAWM5qd6t7jG","Life Of The Party","Shawn Mendes","Shawn Mendes","1","1","214586","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3yiopxxeHuwcpAg4e57Zjt","Right There","Ariana Grande, Big Sean","Yours Truly","1","3","247080","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6qRfox98MxG58sqoPPn8QY","Everybody's Changing","Keane","Music From The WB Television Series One Tree Hill (change in 1 track bundle status)","1","11","215266","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6nmVeODcBpsGKx5RPv003D","Feel Again","OneRepublic","Feel Again","1","1","185613","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2Doj2N4v9AfwReC8uXMtwj","Won't Go Home Without You","Maroon 5","It Won't Be Soon Before Long.","1","5","231173","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7MapZTlRqFfUteNcghsTwf","Keep Your Head Up","Andy Grammer","Andy Grammer","1","1","190480","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2rJojRundKuKFgbvmCAYva","Me And My Broken Heart","Rixton","Me And My Broken Heart","1","1","193826","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7Fw5i56my24ZBnGS7hFX2n","Pompeii","Bastille","Pompeii","1","1","214147","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5lA3pwMkBdd24StM90QrNR","P.Y.T. (Pretty Young Thing)","Michael Jackson","Thriller 25 Super Deluxe Edition","1","8","238733","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7hMqIrwysNlIXRmFCIn5j3","Anything Could Happen","Ellie Goulding","Anything Could Happen","1","1","286082","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:348qSa1KejmhpWgCpsfSxb","Miss Movin' On","Fifth Harmony","Better Together","1","2","194253","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3AJwUDP919kvQ9QcozQPxg","Yellow","Coldplay","Parachutes","1","5","266773","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1FsH6OZCKLWbBgqj8JcCvO","The Man","Aloe Blacc","Lift Your Spirit","1","2","255906","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6G9JORy1gvXtzi8bKugZzZ","If I Lose Myself","OneRepublic","If I Lose Myself","1","1","241613","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1dABxUeyaNyq7RbKbT3ndo","Dear Darlin'","Olly Murs","Right Place Right Time","1","4","206373","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1NhPKVLsHhFUHIOZ32QnS2","Secrets","OneRepublic","Waking Up","1","3","224693","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2nMeu6UenVvwUktBCpLMK9","Young And Beautiful","Lana Del Rey","Young And Beautiful","1","1","236053","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0SuG9kyzGRpDqrCWtgD6Lq","Give Me Love","Ed Sheeran","+","1","12","526386","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3B5UbSndRz907IZhhmUfLi","Count On Me","Bruno Mars","Doo-Wops & Hooligans","1","9","197373","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6vrUTGn5p8IrfTZ0J6sIVM","Iris","The Goo Goo Dolls","Greatest Hits Volume One - The Singles","1","14","289906","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4urcG6Nfubqsuqy3juMjBi","Brokenhearted","Karmin","Hello","1","2","227146","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7hCNBVRhHzcsRAv0TQnOzq","Runaway Baby","Bruno Mars","Doo-Wops & Hooligans","1","4","147746","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1sGIS3GjvpkoSf3s1r9gmH","Love Runs Out","OneRepublic","Love Runs Out","1","1","224560","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1FSWSs9CL01RCYxXtm08Rf","Dance with Me Tonight","Olly Murs","In Case You Didn't Know","1","3","202226","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6TwfdLbaxTKzQi3AgsZNzx","Daylight","Maroon 5","Overexposed (Deluxe)","1","3","225306","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:48s0QHJgmiNsth3WEO6U4M","Stop And Stare","OneRepublic","Dreaming Out Loud","1","3","223853","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:02ILwrgX3DDx9mclP2EI41","I'm Ready","AJR","I'm Ready - EP","1","1","227311","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0BhZWr9gPZNlVdWWigvYA9","She Looks So Perfect","5 Seconds of Summer","She Looks So Perfect","1","1","202496","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4sn0Ck12hSxDc5sUvQkcTN","Neon Lights","Demi Lovato","Demi","1","4","233173","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6jdOi5U5LBzQrc4c1VT983","Hold On, We're Going Home","Drake, Majid Jordan","Nothing Was The Same (Deluxe)","1","8","227880","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:13ETkZ90sElK5xJuB4cUEt","Bonfire Heart","James Blunt","Moon Landing (Deluxe Edition)","1","3","238000","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1hVQx6bg4uKPljAUkNjpY2","Your Song","Ellie Goulding","Your Song","1","1","190346","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6iNcyWk5iUEY7P9zeTc5hm","Amazed","Lonestar","Playlist: The Very Best Of Lonestar","1","3","239986","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:37qI0mchgzUSeUhPiwUWPY","Wherever You Will Go","The Calling","The Best Of...","1","1","209360","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6NcHJ23mLQKnVxQcOmT7JW","Someday - Remastered","Sugar Ray","The Best Of Sugar Ray","1","4","243333","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4V2F0DZrAXOWq9hkwMMG3x","Lost Without U","Robin Thicke","The Evolution of Robin Thicke","1","4","254146","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7afSN5zhUhkbpRFpYKYztK","The Reason","Hoobastank","The Reason","1","8","232800","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:58CrldAc1Z5WIBozT1NMJH","Ordinary People","John Legend","Get Lifted","1","8","281466","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2nbClS09zsIAqNkshg6jnp","Closer","Ne-Yo","Year Of The Gentleman","1","1","234360","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4IoYz8XqqdowINzfRrFnhi","You Found Me","The Fray","The Fray","1","3","241853","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0WdaRmHBMhUoLPqHLdb9yg","All or Nothing","O-Town","Totally Hits 2001","1","8","248866","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4ocbH5ZJqajZIpUrqRUoue","Meet Virginia","Train","Train","1","1","239933","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5rdRPZnY9B2pxJNWImbsFn","If You're Gone - Remastered Version","Matchbox Twenty","Exile On Mainstream","1","13","274293","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4agp6oHofabdUedr0B1krj","Steal My Sunshine","Len","You Can't Stop The Bum Rush","1","1","265533","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7qQfI2F80t2MZcLLVuH6M2","Here Without You","3 Doors Down","Here Without You","1","1","236920","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1oJSAzNyTUCm36zhFYMcAZ","Big Yellow Taxi","Counting Crows, Vanessa Carlton","Films About Ghosts: The Best Of...","1","10","225426","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6ybViy2qrO9sIi41EgRJgx","Don't Know Why","Norah Jones","Come Away With Me","1","1","186146","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1GwVi2ceNb8dMFA3DZGnnY","On The Way Down","Ryan Cabrera","Take It All Away (U.S. Version)","1","2","213280","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7uYroF9RRrhRJBrigRvB6H","Summer Girls","LFO","LFO","1","1","257333","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5RbjZdW8vLZQJpRAZwNIdX","Superman (It's Not Easy)","Five For Fighting","Smallville: The Talon Mix","1","4","221173","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:16gvJsVyauI16RqmOrwJJk","Again","Lenny Kravitz","Greatest Hits","1","4","228933","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1MLiJQozVUdCCNudp1cDbn","John Cougar, John Deere, John 3:16","Keith Urban","John Cougar, John Deere, John 3:16","1","1","221599","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:44aN5xKL3kGHvQ5bXVk6B8","Ghost Town","Adam Lambert","The Original High (Deluxe Version)","1","1","208330","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1Qg0JhbqPhYki1a5bv7NgH","Save Me","LISTENBEE, Naz Tokio","Save Me","1","1","210706","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0knbW9EwgSLfNFMWys1mQm","Love Me Like You Mean It","Kelsea Ballerini","The First Time","1","3","200026","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5M9jOReAKGZ2AttVefFjTY","Don't Look Down","Martin Garrix, Usher","Don't Look Down","1","1","223139","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1dr8lOnDVecfV6zrzxLDWm","Be As You Are","Mike Posner","The Truth","1","4","233719","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0LigJnwiA8OXeDp5qEDlTc","Lighthouse - Radio Edit","Nicky Romero","Lighthouse","1","1","186562","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL","Photograph","Ed Sheeran","x (Deluxe Edition)","1","6","258986","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:73ucpKq91TuejrLHgzDNHK","Poison","Rita Ora","Poison","1","1","202906","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0kGXCXZkTMxJU7GXkJdzH0","Good For You","Selena Gomez, A$AP Rocky","Good For You","1","1","220679","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3X38ErFiKgzUxinBlhwuWm","Can't Feel My Face","The Weeknd","Can’t Feel My Face","1","1","215612","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4amvcCLMlTiU6mQfwFGRl8","21","Hunter Hayes","21","1","1","194480","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:41Fflg7qHiVOD6dEPvsCzO","Worth It","Fifth Harmony, Kid Ink","Reflection (Deluxe)","1","4","224573","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0q3xdwnXoHgHsc32CxpTG4","Adore","Jasmine Thompson","Adore","1","1","188328","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3bi8yEuK44vLcbjHkPH0u1","2 Heads","Coleman Hell","2 Heads","1","1","213706","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:06Hdbxh6NCy6TIhjdXTchB","Headlights (feat. Ilsey)","Robin Schulz, Ilsey","Headlights (feat. Ilsey)","1","1","209208","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:69e2mUHb26PMFiXX7L7mBQ","Earned It (Acoustic Cover)","Cameron Bedell, Megan Davies","Earned It (Acoustic Cover)","1","1","223064","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7cpCU3Denug5NGZsSpQl8v","XO","John Mayer","XO","1","1","213626","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0ZWSpn7UgqAp4exbKEUD5g","Wild World - Acoustic Version","Joanna Wang","為愛做的一切","1","9","225053","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2S5LNtRVRPbXk01yRQ14sZ","I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)","Flo Rida, Robin Thicke, Verdine White","MY HOUSE","1","3","224258","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0xkRMasLtvGqw7AUli6b0e","Hold Me Down","Halsey","Hold Me Down","1","1","204785","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3WKg25vrbjJlkhsgl2W4p3","Bright","Echosmith","Talking Dreams (Deluxe Version)","1","6","220626","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5VxqqUygpds1ceZdWZLvmc","Loved by You","POWERS","Loved by You","1","1","232728","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6YhDHby2eVeENKJNa7C2z6","I Really Like You","Carly Rae Jepsen","I Really Like You","1","1","205066","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3PnOOmkxruDDAiMYZZTgO7","Goodbye (feat. Lyse) - Radio Edit","Feder, Lyse","Goodbye (feat. Lyse) [Radio Edit]","1","1","201938","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:33NHr7lu7tCMjK05jUj1v0","Black Magic","Little Mix","Black Magic","1","1","211786","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4vS8VaBwJJV5Ry7UFIQuoo","Lean On (feat. MØ & DJ Snake)","Major Lazer, MØ, DJ Snake","Peace Is The Mission","1","4","176561","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1EPmjXdSdJgP08mrrmnw7h","Burning House","Cam","Welcome to Cam Country - EP","1","2","232640","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5Llo0YjyWmLc7LJd4DLljJ","Should’ve Been Us","Tori Kelly","Unbreakable Smile","1","5","186477","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:01wuIn1TP5FCvYyqBTdsGC","Not Letting Go (feat. Jess Glynne)","Tinie Tempah, Jess Glynne","Not Letting Go (feat. Jess Glynne)","1","1","228961","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5NUvj4WX2tAQGxOF4CWJ7I","Real Life","Jake Owen","Real Life","1","1","169826","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5Ou1XCyt2XD72ginDwg5FR","Sound Of Your Heart","Shawn Hook","Analog Love","1","3","199306","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:46FDaONYM0jiJWTBIQCLUB","War Paint","FLETCHER","War Paint","1","1","225788","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:66hayvUbTotekKU3H4ta1f","Where Are Ü Now (with Justin Bieber)","Jack Ü, Skrillex, Diplo, Justin Bieber","Skrillex and Diplo present Jack Ü","1","9","250285","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1KcnJTiXJXAqW5bB7zpkBC","SummerThing!","Afrojack, Mike Taylor","SummerThing!","1","1","235344","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0TFG6qUaTLDTym3c3HZ5gS","Beautiful Now","Zedd, Jon Bellion","Beautiful Now","1","1","218492","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:11qh54D0PKkBwelpDxxiEU","Girl Crush","Little Big Town","Pain Killer","1","5","193320","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1VWgFhBgZiK7GxWhl84ynX","Holding On - Radio Edit","Disclosure, Gregory Porter","Holding On (Radio Edit)","1","1","211080","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7HqtFBLJcilvyUuMav4Y5W","Believe","Mumford & Sons","Believe","1","1","220866","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:69zxj1EFDfAouZu9JDmQld","Secrets - Radio Edit","Tiësto, KSHMR, VASSY","Secrets (Radio Edit)","1","1","216967","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0YzCQcsgj6KqwBHVx1mZrH","Heroes (we could be)","Alesso","Heroes (we could be)","1","1","209866","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4XLm8FNvaTlmTAZmSrrV82","Shots - Broiler Remix","Imagine Dragons, Broiler","Shots EP","1","1","191266","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5J4ZkQpzMUFojo1CtAZYpn","Love Me Harder","Ariana Grande, The Weeknd","My Everything (Deluxe)","1","9","236133","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7xoUc6faLbCqZO6fQEYprd","One Last Time","Ariana Grande","My Everything (Deluxe)","1","3","197266","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5afHIkEcVhCF1Z1CTqMUXB","Ain't Nobody (Loves Me Better)","Felix Jaehn, Jasmine Thompson","Ain't Nobody (Loves Me Better)","1","1","186146","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:55JEhjYEXe4SUiLM3OErjb","LOVE 3X","ZZ Ward","LOVE 3X","1","1","196026","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3oItS6DBV57fWiDExW2Mdv","Stitches","Shawn Mendes","Stitches","1","1","206906","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6cv0maKXFbjZRmu3Oxb4jJ","We All Want The Same Thing","Rixton","Let The Road","1","9","225786","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0YJUDRuTNV43ufHdd43eFi","Shine","Years & Years","Shine","1","1","254395","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0CDCkBfsG39OvntlKQtJrs","King","Years & Years","Y & Y EP","1","3","213423","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1l7n3I8SoPR4OyLnTm1uqK","Bright - Lost Kings Remix","Echosmith, Lost Kings","Bright (Lost Kings Remix)","1","1","213856","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:56BF05RrYIyI8cFSP1B5wV","Animals - Gryffin Remix","Maroon 5, Gryffin","Animals (Gryffin Remix)","1","1","319160","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4zFgZQEatsyUhLhDtClcKl","Ghost - Oliver Nelson Remix","Ella Henderson, Oliver Nelson","Ghost (Remixes)","1","3","304840","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3wyJ90In0gjiWYgXniY4Op","Heroes (we could be) - Branchez Remix","Alesso, Tove Lo","Heroes (we could be) [The Remixes]","1","4","204906","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3Am0Sm11TqRhI3mOjNkylS","Misery - Bimbo Jones Radio Edit","Maroon 5","Misery (International Remixes Version)","1","2","177826","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1iekrCnLEbgqL5m5tONzLc","Real Love - Tough Love Remix","Clean Bandit, Jess Glynne","Real Love (Remixes)","1","1","338871","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:222HXVnC0sfR8g8C2IUumF","I Will Never Let You Down - Digital Dog Radio Edit","Rita Ora, Digital Dog (Steve Cornish)","I Will Never Let You Down (The Remixes)","1","3","240586","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0wXDwjKygB66PGekRC6jgK","Neon Lights - Jump Smokers Remix","Demi Lovato","Neon Lights Remixes","1","3","246840","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1TOIrGIGW0EumcukTr5v8Z","We Are Young - feat. Janelle Monáe [Alvin Risk Remix]","fun., Janelle Monáe, Alvin Risk","We Are Young (feat. Janelle Monáe) [Alvin Risk Remix]","1","1","249557","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5iukFyne3KAXsglJeByip0","Overload","Life of Dillon","Prologue","1","1","211440","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2CpH1L4CUR47RARB3PgY1l","You Don't Own Me","Grace, G-Eazy","You Don't Own Me","1","1","199314","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0HCVUpGn7trUlx9rOlxZIK","Everyday","A$AP Rocky, Rod Stewart, Miguel, Mark Ronson","Everyday","1","1","260986","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0efT4YKQLQx2YHbp6vgRX8","Someone New","Hozier","Hozier","1","4","222813","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:74Xdx4ezYQQlg8wKswq25T","I Need Your Love","Shaggy, Mohombi, Faydee, Costi","I Need Your Love","1","1","216666","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4iZPNYqzI2L0uwuUKun7Aa","Stole the Show","Kygo, Parson James","Stole the Show","1","1","222801","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:70eDxAyAraNTiD6lx2ZEnH","Ex's & Oh's","Elle King","Love Stuff","1","2","202173","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2Hx6AziCjGVjCRKuaTIxLA","The One","Kodaline","The One","1","1","232520","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2l4ksm7B0cGydefyGjY1oO","No Words","Erik Hassle","No Words","1","1","213390","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0onyaPj0bXrPJPBxzuOWM1","Ignition / Do You... (Mashup)","Phoebe Ryan","Ignition / Do You... (Mashup)","1","1","221836","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1QukgQhqTVgT8VFiG6Vxgb","All of You","Betty Who","Take Me When You Go","1","7","238360","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4c24laIQGNc7QTICHZZKOq","When the Beat Drops Out","Marlon Roudette","When the Beat Drops Out","1","1","204426","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5EnCFISDzoIMWMaicJxxX9","Lovin' So Hard","Becky G","Lovin' So Hard","1","1","221453","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2sNvitW3TxiTeC9xT9f2ZZ","Firestone","Kygo, Conrad Sewell","Firestone","1","1","273684","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:14uoGkm7WInQhH8EGEiuzu","Crazy","Kat Dahlia","Crazy","1","1","211653","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3MK9jSYbg92Fct9UPD8I1v","Carry You Home","Zara Larsson","Uncover","1","4","254693","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6h8Bu5maqvdspRv0LXoglo","When We Were Young","Dillon Francis, Sultan + Shepard, The Chain Gang Of 1974","Money Sucks, Friends Rule","1","3","199640","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7MmG8p0F9N3C4AXdK6o6Eb","Outside","Calvin Harris, Ellie Goulding","Motion","1","6","227266","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0Svj4j1NyhpiY63o8lYw1S","Love Me Back","LunchMoney Lewis","Bills - EP","1","3","180200","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5XWOc0FrONhEXdrXyk3uFl","Embrace (feat. George Maple)","Goldroom, George Maple","It's Like You Never Went Away","1","1","228466","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0fn2Rjp7BOv2dFslMPoCO5","Life's A Beach","Heymous Molly","Life's A Beach","1","1","215273","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6DEaND0SHv3sC11xobZLiy","Take Your Time","Sam Hunt","Montevallo","1","1","243706","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6GvAaKhK4Q2Xd30mQ9gbWK","Pity Party","Melanie Martinez","Pity Party","1","1","204085","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1i1rNVtxbE7rdFfpHuNq2j","Hold My Hand","Jess Glynne","Hold My Hand","1","1","227343","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7AwywoYsLhJNxxAcEZzQML","Tears Fall","Jacquie","Tears Fall","1","1","214744","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6TNN9i2o484cOTck3KUARi","Hold Me Up","Conrad Sewell","Hold Me Up","1","1","206560","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3i78lP1Y35m6Idgnbw9Fow","Infinity","AJR","Living Room","1","2","239693","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6ZixfeFT8V0Nle1rMZAekY","Next To Me","Otto Knows","Next To Me","1","1","202169","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5RWMlD6s4i8fECJkDvdt7D","Closer","Lemaitre, Jennie A.","Closer","1","1","271653","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4flXBilJBD7bqTdhctouvo","Activate Me","ASTR","Activate Me","1","1","203856","spotify:user:122199385","2018-04-13T15:53:13Z"
