﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:2PRXyTkFmU0itou1ii4BPa","Shine","Years & Years","Shine","1","1","252909","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:19FZqWYdpSprF5mJm81hqy","Higher","ARY","The Orange Collection","1","2","185762","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:49oUUzxP8SeQ65PaZ6ZVdY","Summertime","The Mowgli's","Summertime","1","1","205039","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1K4G5LfdiD0fxVZDG5c0RR","Revolution (feat. Faustix & Imanos and Kai) - Absence Remix","Diplo, Faustix, Imanos, Kai","Revolution (Remixes Pt. 2)","1","1","238266","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1aTa59i8KvhuIex0QcLS6n","Where Do We Go","Sonny Alven, Cayo","Where Do We Go","1","1","196252","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5kG7BwifiklhkMgbgX32Fi","Fight For Love - Blonde Remix [Radio Edit]","Kwabs","Fight For Love (Blonde Remix [Radio Edit])","1","1","224503","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0El2Zyt68nYySFDG87hZgM","Sun Daze","Florida Georgia Line","Anything Goes","1","2","184706","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7cRTzS9N5Mn25ZZkzmp6Uy","One Love","Bob Marley & The Wailers","Marley OST","2","10","172813","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:42HGl10TZF0LLfLgMWNtfw","Edge of Seventeen","The Wind and The Wave","Covers One","1","3","327853","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7JjbPSwiAyG6jeqVG0fXNO","Where Are Ü Now","The Queen & King","Where Are Ü Now","1","1","177230","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:797CLA4YDOQc4ksp11r95o","Next to Me","Tiffany Alvord, Gardiner Sisters","Next to Me","1","1","203469","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5YJZJDjUMv4XCq0KR46YPC","Faded","ZHU","Faded","1","1","223484","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:31xHBihxJE24o7YC7KoZxa","Nite Time (Radio Edit)","George Acosta, Kate Walsh","Nite Time","1","6","228923","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1hDYcjBSsAShpTSekSyyzC","Beautiful People - Radio Edit","Chris Brown, Benny Benassi","Electroman","1","4","225040","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7gixHmutc4RH2Ixqjn7XDT","Thinking About You - EDX's Belo Horizonte At Night Remix","Calvin Harris, Ayah Marar, Maurizio Colella, Christian Hirt","Thinking About You (EDX's Belo Horizonte At Night Remix)","1","1","410426","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5hACwEZ2e6Rv5yrtglVn5g","Keep Moving - Radio Edit","Sultan, Sultan + Shepard, The Boxer Rebellion","Keep Moving","1","1","188007","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:13qqdlSeF8FcxsRyapDMZ0","Changes","Faul & Wad Ad, Pnau","Changes","1","1","345173","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2SHnUyZq0zwmvRIl4WY77G","Alive","Krewella","Play Hard EP","1","4","290760","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7jeFH58Gdo4ao03IyYi8CN","Unbreakable Smile","Tori Kelly","Unbreakable Smile","1","1","228533","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2Iq8sshB8qY44fLvJxrR8d","2AM - Dandy Lion Remix","Astrid S","2AM (Remixes)","1","2","212209","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6qa5kiR3n4HjsZwD1mFBex","That's How You Know (feat. Kid Ink & Bebe Rexha)","Nico & Vinz, Kid Ink, Bebe Rexha","That's How You Know (feat. Kid Ink & Bebe Rexha)","1","1","186443","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:46lFttIf5hnUZMGvjK0Wxo","Runaway (U & I)","Galantis","Pharmacy","1","4","227073","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0HZWWaKieQ9ZETkTEUVTH2","Golden (feat. Sia)","Travie McCoy, Sia","Golden (feat. Sia)","1","1","215142","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2cG8MViLjQYJKpxhNlgYAR","In Your Arms","Nico & Vinz","In Your Arms","1","1","205800","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4DO3QL3whXQ5vgYg8nan9Z","Style","Sweet Baby May","Style (Taylor Swift Covers)","1","1","271165","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:22mek4IiqubGD9ctzxc69s","How Deep Is Your Love","Calvin Harris, Disciples","How Deep Is Your Love","1","1","212640","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7ioiB40H9xKs04QtIso2I3","Somebody","Natalie La Rose, Jeremih","Somebody","1","1","189906","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0DiWol3AO6WpXZgp0goxAV","One More Time","Daft Punk","Discovery","1","1","320357","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5MxkTS1ut2BBYzGt7UpsNn","U Remind Me","Usher","Pure... 2000s Party","1","15","267120","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2yVvXAQIuYpd6PIetGYppQ","All The Things She Said - Original Album Version (Edited)","t.A.T.u.","t.A.T.u. - The Best","1","2","212266","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5IVuqXILoxVWvWEPm82Jxr","Crazy In Love","Beyoncé, JAY Z","Dangerously In Love","1","1","236133","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0AH6WMe3OlAlUb5miXt2FQ","Only Girl (In The World)","Rihanna","Loud","1","5","235493","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0RmXtDH1cBMGImRrmn5xL6","Turn Me On","Kevin Lyttle","Turn Me On (Online Music)","1","1","192106","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4wDSLkTUIpRsn3UbCzW9wV","Motownphilly - Original Version","Boyz II Men","The Best Of Boyz II Men 20th Century Masters The Millennium Collection","1","3","235320","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5BE3DOk0C26VCMxxT84bec","I Love Your Smile","Shanice","Ultimate Collection: Shanice","1","3","259626","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1jCsCYgzQQHk3bDJDuFbNi","If I Ever Fall In Love","Shai","If I Ever Fall In Love","1","6","189026","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3R97rNX7JnmshCWBwOSFet","My Lovin' (You're Never Gonna Get It)","En Vogue","Funky Divas","1","2","281613","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1Ddf5oGQwHnRoacJIr8M1j","You Make Me Wanna...","Usher","My Way (TV Coproduction France)","1","1","220133","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2Nzm9dtlzWHrYtbAt53NV8","Where My Girls At","702","702","1","2","166693","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7pNJ1T9TGbVbNHKaLhhPri","With You","Jessica Simpson","In This Skin (Standard Package)","1","2","191826","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:39qcvV4f0uqDMHxIkSb7tE","Rich Girl","Gwen Stefani, Eve","Love Angel Music Baby","1","2","236213","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4gxKAFgVK5Z6J7HVgC9G0s","All For You","Janet Jackson","Best Of Number Ones","1","10","272386","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7tAXHZdp9UpcYrHn7MZqfo","Forever","Chris Brown","Forever","1","1","278035","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4yHFxB8kzzeuNvoouR8N0N","Damaged","Danity Kane","Welcome To The Dollhouse","1","3","244266","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4W38RXuQNuoTSwVsQA1OGC","Nothin' Like You","Dan + Shay","Where It All Began","1","7","186253","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0p1HtkrNYxv0iDfEKwXSTp","Sangria","Blake Shelton","BRINGING BACK THE SUNSHINE","1","6","233480","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3MFV4DgrAOXz6KURPQxRj9","Somewhere In My Car","Keith Urban","Somewhere In My Car","1","1","195973","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5Ao2cw0AMZQWU5QPOLhqM5","Move On","Clare Dunn","Move On","1","1","219026","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3wx2kQWPn9p5UppQbNhPAk","Leave The Night On","Sam Hunt","Montevallo","1","2","192160","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5zF200It0lex62TAEflGTt","I Want You Back","The Jackson 5","Motown 50 Fanthology","1","12","179746","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7FSRqo6WcCBpGbrOkCOiky","Cups - Movie Version","Anna Kendrick","Pitch Perfect Soundtrack","1","4","76946","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:74QCZPlpayjvQ4yJJFljfQ","Sweet Home Alabama","Lynyrd Skynyrd","Lynyrd Skynyrd","2","1","285160","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4B2jOTUZBnlrjLHK1ertFR","Brown Eyed Girl","Van Morrison","Playlist: The Very Best Of Van Morrison","1","2","183520","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7k6IzwMGpxnRghE7YosnXT","Me & U","Cassie","Cassie (U.S. Version)","1","1","192213","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0nmxH6IsSQVT1YEsCB9UMi","Ignition (Remix)","R. Kelly","The R. In R&B Collection: Volume 1","1","5","187733","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6glklpxk7EtKIdxA3kYQS5","Miss Independent","Ne-Yo","Year Of The Gentleman","1","5","232000","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1CdkNxTlkUWR4ZnXcKES3b","With You","Chris Brown","Exclusive - The Forever Edition","1","4","252120","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0sQLhT32E9ZG2zn5iYR6nN","Locked Away","R. City, Adam Levine","Locked Away","1","1","227280","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2ToIksTPpJ4csKPEOdUEyM","Cool","Alesso, Roy English","Forever","1","5","221399","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5IxXl4qLDoh16PJ5E7lnql","Around The World","Natalie La Rose, Fetty Wap","Around The World","1","1","216346","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0Zui48AMmSYXAZDNC1Ohln","Piensas (Dile la Verdad)","Pitbull, Gente De Zona","Piensas (Dile la Verdad)","1","1","227667","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5XPIxfvPdTGPi4VLKo6lkw","Try Me (feat. Jennifer Lopez & Matoma)","Jason Derulo, Matoma, Jennifer Lopez","Try Me (feat. Jennifer Lopez & Matoma)","1","1","200240","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6duMPgTahOTUu2zMMqcpQM","Tonight Belongs To U!","Jeremih, Flo Rida","Tonight Belongs To U!","1","1","196212","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2ec6A7BVwscwirxa0gnWHj","Together - Radio Edit","CAZZETTE, Newtimers","Together (Radio Edit)","1","1","188170","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2VVkqfGIVZdM6j0bDoaMkI","To Be with You - 2010 Remastered Version","Mr. Big","Lean Into It [Expanded] (Japan)","1","11","210480","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4fZJG8y70r2hyw3Kb4sU4N","Ain't No Mountain High Enough - Stereo Version","Marvin Gaye, Tammi Terrell","Marvin Gaye '50' (International Version)","1","3","147680","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6xDvaUKHffDiy56v6UmrmI","Hide Away","Daya","Hide Away","1","1","191368","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0v9nihlnT9hHvYjqIDVVGw","Right On Track","The Griswolds","Be Impressive","1","2","210520","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4uCqzUxd7eSMymzHjmRFGz","Cool Enough","Spada & Elen Levon","Cool Enough","1","1","180001","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3PHOBnWjLZmz73hkgafhcY","Rumour","Chlöe Howl","Rumour EP","1","1","165266","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5479RIes0OUXZkCDsWg7Mc","My Head Is a Jungle - (Radio Edit) [Live]","Wankelmut, Emma Louise","My Head is a Jungle","1","1","213840","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4SBqydJCEhcroni09XgT2c","ID - Ultra Music Festival Anthem","Kygo","ID (Ultra Music Festival Anthem)","1","1","289987","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:69gQgkobVW8bWjoCjBYQUd","I Got U","Duke Dumont, Jax Jones","EP1","1","1","285596","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3PmtL3TjmNIQ3AejB7HCk8","Never Say Never","Basement Jaxx","Never Say Never","1","1","263053","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6PfZYeIndXM677FmQvt0jx","Let It Breathe","Treasure Town","Let It Breathe","1","1","205920","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4L0HMiE70JyFSfOsnoHGbj","C O O L - Radio Edit","Le Youth","C O O L","1","1","214346","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5b48BIHRDCaKzhhEuYufRA","DNA","Clairity","Alienation","1","1","220840","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5UtRpIn3CP97VYVTSoTUUi","Afraid of the Dark","MKTO","Bad Girls EP","1","2","196026","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:05MGzkCp90WjBzEbdWkbed","Visions - Boehm Remix","Cheat Codes, Boehm","Visions (Boehm Remix)","1","1","216745","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:21XpjBYEwH08XtLazsJ5wf","Disarm You (feat. Ilsey)","Kaskade, Ilsey","Disarm You (feat. Ilsey)","1","1","221133","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5sra5UY6sD658OabHL3QtI","Empire State of Mind (Part II) Broken Down","Alicia Keys","The Element Of Freedom","1","14","216480","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3NFuE3uDOr6QUw9UZ9HzKo","Sugar (feat. Francesco Yates)","Robin Schulz, Francesco Yates","Sugar (feat. Francesco Yates)","1","1","219043","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6ksRossV4vKsXntCCZbhaM","Show Me Love","Sam Feldt, Kimberly Anne","Show Me Love","1","1","181867","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3y1ghrdtGHGOfQHsh9vfNc","Sound Of Your Heart","Shawn Hook","Sound Of Your Heart","1","1","198960","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:05dL7chWJaVjMJnGO1YCKk","Untouchable","Tritonal, Cash Cash","Untouchable","1","1","228837","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3EofjRgUI1WrzqqtLb8NoF","Cheyenne","Jason Derulo","Everything Is 4","1","2","215107","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2oKIFqvYKBgPUfsCi2K5nP","Teacher - Bassanova Remix Radio Edit","Nick Jonas","Teacher (Bassanova Remix Radio Edit)","1","1","210693","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:78EQ5LZGgviMU9k0zrqv1r","Omen - Radio Edit","Disclosure, Sam Smith","Omen (Radio Edit)","1","1","196817","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3iLZNaFe2bjSwTWScgmQGU","Mine","Phoebe Ryan","Mine","1","1","226960","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:40xhyfAPDoMtv494MfPevP","XO","Beyoncé","BEYONCÉ [Platinum Edition]","1","10","215946","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2s7b0tzMcYpgoFMSR041E4","Rule the World","Walk Off the Earth","Rule the World","1","1","205146","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:75kMrDKPJJpgEQaXVh7QMB","Pray to God","Calvin Harris, HAIM","Motion","1","11","232226","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3biFdxByHgUhTbp2dG89zK","Dance Like We're Making Love","Ciara","Jackie (Deluxe)","1","4","256600","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5EU1mh0C4Km3k6vGvIDN2J","Summer Of '69","Bryan Adams","The Best Of Me","1","4","212933","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0jWgAnTrNZmOGmqgvHhZEm","What's Up?","4 Non Blondes","Bigger, Better, Faster, More !","1","3","295493","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6b5PBL2QNXmAt1DfqbwO9Z","Sweet Caroline","Neil Diamond","Love Songs","1","1","201066","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4pmc2AxSEq6g7hPVlJCPyP","Jumpin', Jumpin'","Destiny's Child","The Writing's On The Wall","1","11","230200","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1HwpWwa6bnqqRhK8agG4RS","Beautiful Soul","Jesse McCartney","Beautiful Soul","1","2","214226","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6SPD3JwwRejBhCDiQAQ4he","Run It!","Chris Brown, Juelz Santana","Chris Brown","1","2","229866","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:41on8RwRh22IHcChAN2gm8","American Boy (feat. Kanye West)","Estelle, Kanye West","Shine","1","3","284733","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:27cXevtj5VflsCUAZwr9eI","Music","Madonna","Celebration (double disc version)","1","2","225813","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7iQY2alDQ2MVya5up2hDgq","Obsesion (No Es Amor) - Featuring Baby Bash","Frankie J, Baby Bash","Playlist: The Very Best Of Frankie J","1","5","225426","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2ZoiKIL2QGJaf6IX9AuK7O","Ignition - Remix","R. Kelly","Playlist: The Very Best Of R. Kelly","1","10","186213","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3ibKnFDaa3GhpPGlOUj7ff","Let Me Love You","Mario","Let Me Love You","1","1","256733","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4oEON2tBuUgDiCxGXkI0zZ","RIVA (Restart the Game) - Radio Edit","Klingande, Broken Back","RIVA (Restart the Game) [Radio Edit]","1","1","180853","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:738J023eio9C4ViccIAQnD","You & I (Nobody in the World) - R3hab Remix - Radio Edit","John Legend, R3HAB","You & I (Nobody in the World) [R3hab Remix - Radio Edit]","1","1","194746","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7jg3Irt0hqnss3HvaPP2D2","Only You (feat. The Notorious B.I.G.) - Radio Mix","112, The Notorious B.I.G.","112","1","19","260426","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:06EmqZJolHpHSwNKLHVmqB","Dance With Me Remix (feat. Beanie Sigel)","112, Beanie Sigel","R&B Hits","1","9","295226","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6DcDdDevI94Dh4vc5anXBE","Wild Wild Love","Pitbull, G.R.L.","Wild Wild Love","1","1","202197","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5wQeCrJTJxGZnILnyCBHjI","Lovers on the Sun (feat. Sam Martin)","David Guetta, Sam Martin","Lovers on the Sun EP","1","1","203520","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4qABfS1RaGVXdBhj2BQyhO","Runaway (U & I)","Galantis","Runaway (U & I)","1","1","227073","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:66T2yWwsCZ2hv5psVXow0J","Baddest Girl in Town","Pitbull, Mohombi, Wisin","Baddest Girl in Town","1","1","183800","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2fj90lyJ4av28ToUWiGxYE","Fire Under My Feet","Leona Lewis","Fire Under My Feet","1","1","214014","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:59oaiul2naZ7M9e8lgTjYU","Show Me Love - EDX Remix","Sam Feldt, Kimberly Anne, EDX","Show Me Love (Remixes)","1","2","400785","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0xAkPiBAlndlRVd741ZDjV","Crazy Lucky","Better Than Ezra","All Together Now","1","1","191574","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:39YovPslPCXbFYhlYjsZ2Y","Don't Mess With My Man","Nivea, Brian Casey, Brandon Casey","Nivea","1","3","213226","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1INaLrURFofoNZhnGa00Nz","King","Years & Years","Communion","1","8","215360","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6YwLgicpvVuMt1eE2OldwQ","Five More Hours - Deorro x Chris Brown","Deorro, Chris Brown","Five More Hours (Deorro x Chris Brown)","1","1","211975","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5kHiHWLcbsvTDtmHxBiaID","Are You With Me - Radio Edit","Lost Frequencies","Are You With Me (Radio Edit)","1","1","138842","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:16e3Ly7ddGqqnFDiWWWwnc","Back Together","Robin Thicke, Nicki Minaj","Back Together","1","1","224306","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1qSSbzRFLoYvRywhCWk1K9","Never Be","Meg Mac","Never Be","1","1","253043","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3qRHCvn70YpVFFkx3lrAYf","Body on Me","Rita Ora, Chris Brown","Body on Me","1","1","225217","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:160R8cDSThOrB3L0majbVZ","Tulips","Christopher","Tulips","1","1","206864","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:1CVmzyVQyBTiSGyKXhkfvD","Set Me Free - Original Mix","Robyn & La Bagatelle Magique","Love Is Free","1","4","263786","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:70OTIpw8x8UXUsuCHW9i1i","Drag Me Down","One Direction","Drag Me Down","1","1","192106","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7wVeIwUxcUddK44joZ3bPO","Kick The Dust Up","Luke Bryan","Kill The Lights","1","1","190600","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4tg1G3X26wDTmQbipgxhp5","Try Me (feat. Jennifer Lopez & Matoma)","Jason Derulo, Jennifer Lopez, Matoma","Everything Is 4","1","8","200240","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2ISSQPb9LHHiV6ng2NXosL","Beautiful Now","Zedd, Jon Bellion","True Colors","1","3","218292","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7wqSzGeodspE3V6RBD5W8L","See You Again (feat. Charlie Puth)","Wiz Khalifa, Charlie Puth","See You Again (feat. Charlie Puth)","1","1","229525","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:39QlSLkqq5shnpAXchT9sI","Are You With Me - Radio Edit","Lost Frequencies","Are You With Me","1","1","138842","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6vPJvkEuWZPcv58NnQ3dBR","Sweet Escape","Alesso, Sirena","Forever","1","7","232532","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2A4bBtOMwMtAtH9G9N98fX","Walking Too Far","Ameno","Walking Too Far","1","1","189677","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3bnEhDlFFXeCyyYhbRszW7","I Bet My Life - Alex Adair Remix","Imagine Dragons","I Bet My Life (Remixes)","1","1","190280","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:71PDKjKF57KG5P2pCqkk76","I'm Here - Radio Edit","Mokoa, Guitk","I'm Here","1","2","266391","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3A8HHz1hlV5kLeTHo3Sxrr","Ain't No Sunshine - Deep Chills Radio Edit","Simioli, Provenzano, Scarlet","Ain't No Sunshine","1","1","169102","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0L0qX74TxS3p3gAoPLqsR6","Summertime","Trevor Guthrie","Summertime","1","1","191298","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:50KDgXYXzh5FWccIRO5JzK","Visions (Boehm Remix) [Radio Edit]","Cheat Codes, Boehm","Visions (Boehm Remix) [Radio Edit]","1","1","216585","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:0UhyQ3rTGmSf64TwmKLu3i","I Love It When You Cry (Moxoki) - Boehm Remix","Steve Aoki, Moxie Raia, Boehm","Ultra Summer 2 (The Best In Deep and Tropical House)","1","3","322500","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:5iiISP4Ux4Y1XedNxWK5Cy","Divine Sorrow - Klingande Remix","Wyclef Jean, Avicii","Divine Sorrow (Klingande Remix)","1","1","268571","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2QbULOdxPUWpARU9ZHLQ3e","Holiday - DJ Antoine vs Mad Mark 2k15 Radio Edit","DJ Antoine, Akon","Holiday","1","1","211725","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2eFxaSHpZcJiwKlUpHqtLp","Wild Eyes","Broiler, RAVVEL","Wild Eyes","1","1","204573","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:3N0CmIrt0vWlQv6cBblSex","A Sky Full of Stars - Robin Schulz Edit","Coldplay","Prayer","1","12","195160","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:7lUA4P03AhwAw40JHkdyGr","Pretty Hurts","Beyoncé","BEYONCÉ [Platinum Edition]","1","1","257653","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:2Z9Yid1RueNo2sHS9x4gdh","Ring Off","Beyoncé","BEYONCÉ [Platinum Edition]","2","4","180186","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:4UtaWaGh9ptsaIY7CCA5PH","Looking 4 Myself","Usher, Luke Steele","Looking 4 Myself (Deluxe Version)","1","10","251773","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:6LNoE6Nz1koMDZNqRXLbPO","Your Type","Carly Rae Jepsen","Your Type","1","1","199733","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:29FBIpyTuflINmsxbD809P","Back and Forth","B.o.B","Psycadelik Thoughtz","1","4","223856","spotify:user:122199385","2018-04-13T15:53:13Z"
"spotify:track:03f7xZmt2wHCIDJBFPK8G4","Soap","Melanie Martinez","Cry Baby (Deluxe)","1","6","209426","spotify:user:122199385","2018-04-13T15:53:13Z"
